Title,URL,Lat,Long
Jerry Johnson's Hot Springs,https://www.ultimatehotspringsguide.com/jerry-johnsons-hot-springs.html,46.4627062,-114.87284950000003
Lava Hot Springs inn  Idaho,https://www.ultimatehotspringsguide.com/lava-hot-springs-inn.html,42.6197792,-112.0112714
Maple Grove Hot Springs Idaho,https://www.ultimatehotspringsguide.com/maple-grove-hot-springs.html,42.3079784,-111.70744619999999
Miracle Hot Springs Idaho ,https://www.ultimatehotspringsguide.com/miracle-hot-springs.html,42.6943542,-114.85662960000002
Mountain Village Resort,https://www.ultimatehotspringsguide.com/mountain-village-resort.html,44.217384,-114.9314
Mundo Hot Springs,https://www.ultimatehotspringsguide.com/mundo-hot-springs.html,44.5831482,-116.63098809999997
Nat-Soo-Pah Hot Springs,https://www.ultimatehotspringsguide.com/nat-soo-pah-hot-springs.html,42.3458256,-114.50958969999999
Pincock Hot Springs,https://www.ultimatehotspringsguide.com/pincock-hot-springs.html,43.79204,-111.43962699999997
Pine Flats Hot Springs,https://www.ultimatehotspringsguide.com/pine-flats-hot-springs.html,44.0641667,-115.68194440000002
Riverdale Resort Hot Springs,https://www.ultimatehotspringsguide.com/riverdale-resort-hot-springs.html,42.16446699999999,-111.83738410000001
Riverdale Resort Hot Springs,https://www.ultimatehotspringsguide.com/riverdale-resort-hot-springs.html,42.16446699999999,-111.83738410000001
Rocky Canyon Hot Springs,https://www.ultimatehotspringsguide.com/rocky-canyon-hot-springs.html,44.2528794,-115.89090399999998
Roystone Hot Springs,https://www.ultimatehotspringsguide.com/roystone-hot-springs.html,43.9528178,-116.35488880000003
Silver Creek Plunge,https://www.ultimatehotspringsguide.com/silver-creek-plunge.html,44.329425,-115.80313799999999
Stanley Hot Springs,https://www.ultimatehotspringsguide.com/stanley-hot-springs.html,46.3163045,-115.2587375
​The Springs Idaho ,https://www.ultimatehotspringsguide.com/8203the-springs-idaho.html,43.8153081,-115.86431759999999
1000 Springs Resort,https://www.ultimatehotspringsguide.com/one-thousand-springs.html,42.7422313,-114.84841369999998
Trinity Hot Springs,https://www.ultimatehotspringsguide.com/trinity-hot-springs.html,43.55391849999999,-115.27310080000001
Vulcan Hot Springs,https://www.ultimatehotspringsguide.com/vulcan-hot-springs.html,44.5671206,-115.69595090000001
Weir Creek Hot Springs,https://www.ultimatehotspringsguide.com/weir-creek-hot-springs.html,46.4632516,-115.03595289999998
​Zims Hot Springs​,https://www.ultimatehotspringsguide.com/8203zims-hot-springs8203.html,45.0384526,-116.29191679999997
Alameda’s Hot Springs Retreat,https://www.ultimatehotspringsguide.com/alamedarsquos-hot-springs-retreat.html,47.6115374,-114.6682601
Big Medicine Hot Springs,https://www.ultimatehotspringsguide.com/big-medicine-hot-springs.html,47.61279039999999,-114.6646768
Boiling River Hot Springs,https://www.ultimatehotspringsguide.com/boiling-river-hot-springs1.html,44.9850294,-110.68925560000002
Boulder Hot Springs,https://www.ultimatehotspringsguide.com/boulder-hot-springs.html,46.199742,-112.0953015
Bozeman Hot Springs,https://www.ultimatehotspringsguide.com/bozeman-hot-springs.html,45.6604803,-111.18809679999998
Broadwater Hot Springs and Fitness,https://www.ultimatehotspringsguide.com/broadwater-hot-springs-and-fitness.html,46.5944,-112.11316899999997
Camas Hot Springs,https://www.ultimatehotspringsguide.com/camas-hot-springs.html,47.61279039999999,-114.6646768
Camp Aqua Hot Springs,https://www.ultimatehotspringsguide.com/camp-aqua-hot-springs.html,43.3124417,-103.6066328
Chico Hot Springs,https://www.ultimatehotspringsguide.com/chico-hot-springs.html,45.33862509999999,-110.69222330000002
Corwin Hot Springs,https://www.ultimatehotspringsguide.com/corwin-hot-springs.html,45.11213799999999,-110.79232810000002
Elkhorn Hot Springs,https://www.ultimatehotspringsguide.com/elkhorn-hot-springs.html,45.45603,-113.108791
​Fairmont Hot Springs,https://www.ultimatehotspringsguide.com/8203fairmont-hot-springs.html,46.0429809,-112.81003620000001
Jackson Hot Springs,https://www.ultimatehotspringsguide.com/jackson-hot-springs.html,45.3677867,-113.40895769999997
K Bar L Ranch & Medicine Springs,https://www.ultimatehotspringsguide.com/k-bar-l-ranch--medicine-springs.html,47.520923,-112.465373
Lolo Hot Springs,https://www.ultimatehotspringsguide.com/lolo-hot-springs.html,46.72478599999999,-114.53324309999999
Lost Trail Hot Springs Resort,https://www.ultimatehotspringsguide.com/lost-trail-hot-springs-resort.html,45.757315,-113.94680299999999
Medicine Hot Springs ,https://www.ultimatehotspringsguide.com/medicine-hot-springs.html,45.8460311,-114.0353589
Norris Hot Springs,https://www.ultimatehotspringsguide.com/norris-hot-springs.html,45.5743552,-111.68447200000003
Potosi Hot Springs,https://www.ultimatehotspringsguide.com/potosi-hot-springs.html,45.589175,-111.89978810000002
Quinn's Hot Springs,https://www.ultimatehotspringsguide.com/quinns-hot-springs.html,47.33074999999999,-114.78882599999997
Renova Hot Springs,https://www.ultimatehotspringsguide.com/renova-hot-springs.html,45.7910784,-112.1265732
Sleeping Buffalo Hot Springs,https://www.ultimatehotspringsguide.com/sleeping-buffalo-hot-springs.html,48.4838853,-107.52870719999999
Spa Hot Springs Motel and Clinic ,https://www.ultimatehotspringsguide.com/spa-hot-springs-motel-and-clinic.html,50.6200385,-116.0733586
Symes Hot Springs Hotel & Mineral Baths,https://www.ultimatehotspringsguide.com/symes-hot-springs-hotel--mineral-baths.html,47.610233,-114.67201290000003
Upper Potosi Hot Springs,https://www.ultimatehotspringsguide.com/upper-potosi-hot-springs.html,45.589175,-111.89978810000002
White Sulphur Hot Springs,https://www.ultimatehotspringsguide.com/white-sulphur-hot-springs.html,50.6200385,-116.0733586
Wild Horse Hot Springs,https://www.ultimatehotspringsguide.com/wild-horse-hot-springs.html,43.3124417,-103.6066328
Yellowstone Hot Springs,https://www.ultimatehotspringsguide.com/yellowstone-hot-springs1.html,45.11213799999999,-110.79232810000002
Alkali Hot Springs,https://www.ultimatehotspringsguide.com/alkali-hot-springs.html,37.8252426,-117.33836159999998
Arizona Hot Springs,https://www.ultimatehotspringsguide.com/arizona-hot-springs.html,35.960588,-114.725475
Bailey's Hot Springs,https://www.ultimatehotspringsguide.com/baileys-hot-springs.html,36.9742384,-116.7230419
Bishop Hot Springs,https://www.ultimatehotspringsguide.com/bishop-creek-hot-springs.html,41.242566,-114.94804729999998
Black Rock Hot Springs Nevada ,https://www.ultimatehotspringsguide.com/black-rock-hot-springs1.html,40.9737909,-119.00816220000002
Bog Hot Spring,https://www.ultimatehotspringsguide.com/bog-hot-spring.html,41.9237835,-118.80351250000001
Boy Scout Hot Springs,https://www.ultimatehotspringsguide.com/boy-scout-hot-springs.html,35.960588,-114.725475
​Caliente Hot Springs Motel Nevada,https://www.ultimatehotspringsguide.com/8203caliente-hot-springs.html,37.6208647,-114.51032609999999
Carson City Hot Springs Resort,https://www.ultimatehotspringsguide.com/carson-city-hot-springs-resort.html,39.1937989,-119.75268140000003
Diana's Punchbowl Hot Springs Nevada,https://www.ultimatehotspringsguide.com/dianas-punchbowl-hot-springs.html,39.03020799999999,-116.6650778
Double Hot Springs,https://www.ultimatehotspringsguide.com/double-hot-springs.html,41.0512879,-119.02878809999999
Gold Strike Hot Springs,https://www.ultimatehotspringsguide.com/gold-strike-hot-springs.html,36.009848,-114.76895330000002
Fish Lake Hot Springs,https://www.ultimatehotspringsguide.com/fish-lake-hot-springs.html,37.8600876,-117.98379599999998
Hot Springs Ranch,https://www.ultimatehotspringsguide.com/hot-springs-ranch.html,39.405436,-116.34664659999999
Kyle Hot Springs ,https://www.ultimatehotspringsguide.com/kyle-hot-springs.html,40.4062987,-117.8834627
Paradise Valley Hot Spring,https://www.ultimatehotspringsguide.com/paradise-valley-hot-spring.html,41.422263,-117.38754440000002
Rogers Springs ,https://www.ultimatehotspringsguide.com/rogers-springs.html,36.3777555,-114.44331139999997
Ruby Valley Hot Springs,https://www.ultimatehotspringsguide.com/ruby-valley-hot-springs.html,40.1819028,-115.46150920000002
Spencer Hot Springs,https://www.ultimatehotspringsguide.com/spencer-hot-springs.html,39.3268733,-116.85980519999998
